sample	num_consensus_snps	number_N_calls
ERR600636	945	186577
ERR600637	950	188260
ERR600638	944	188927
ERR600639	951	182785
ERR600640	953	179281
ERR600641	955	186251
ERR600642	950	181180
ERR600643	955	173336
ERR600644	949	186819
ERR600645	954	179491
ERR600646	943	195259
ERR600647	952	185860
ERR600648	948	178796
ERR600649	938	203328
ERR600650	948	191617
ERR600651	956	179040
ERR600652	957	178070
ERR600653	944	179544
ERR600654	946	189300
ERR600655	950	188581
ERR600656	943	187644
ERR600657	946	219476
ERR600658	954	189058
ERR600659	954	188338
ERR600660	953	187335
ERR600661	950	189144
ERR600662	951	185711
ERR600663	955	190085
ERR600664	937	197473
ERR600665	932	207298
ERR600666	955	182362
ERR600667	957	177307
ERR600668	955	192215
ERR600669	933	204453
ERR600670	942	207626
ERR600671	950	199994
ERR600672	950	193886
ERR600673	943	195105
ERR600674	954	200438
ERR600675	960	175003
ERR600676	959	177149
ERR6052020	1132	171168
ERR6052021	1091	138128
ERR6052022	1005	104726
ERR6052023	923	567914
ERR6052024	1050	177528
ERR6052025	927	460341
ERR6052026	1169	144531
ERR6052027	967	181808
ERR6052028	1098	131456
ERR6052029	988	191474
ERR6052030	1002	202586
ERR6052031	1007	327463
ERR6052032	1066	143980
ERR6052033	967	340148
ERR6052034	1010	174277
ERR6052035	997	129788
ERR6052036	1012	245116
ERR6052037	1157	135679
ERR6052038	1042	104751
ERR6052039	1235	105371
ERR6052040	1066	143980
ERR6052041	1066	104219
ERR6052042	1064	113676
ERR6052043	1033	117892
ERR6052044	1235	105371
ERR6052045	1186	143309
ERR6052046	1098	131456
ERR6052047	1177	127079
ERR6052048	1199	116955
ERR6052049	1112	126846
ERR6052050	1002	202586
ERR6052051	1099	175940
ERR6052052	1214	122448
ERR6052053	1033	117892
ERR6052054	1099	175940
ERR6052055	988	191474
ERR6052056	1007	327463
ERR6052057	1184	122882
ERR6052058	1190	112718
ERR6052059	967	181808
ERR6052060	1146	133914
ERR6052061	1010	160547
ERR6052062	1148	158968
ERR6052063	1053	152765
ERR6052064	1079	118566
ERR6052065	1169	144531
ERR6052066	1046	168070
ERR6052067	1148	158968
ERR6052068	1112	199554
ERR6052069	1146	133914
ERR6052070	1190	112718
ERR6052071	945	311079
ERR6052072	1027	156649
ERR6052073	1027	145058
ERR6052074	1099	150003
ERR6052075	996	311962
ERR6052076	945	311079
ERR6052077	1112	199554
ERR6052078	1084	179152
ERR6052079	923	567914
ERR6052080	1010	160547
ERR6052081	1207	119960
ERR6052082	1179	127278
ERR6052083	967	340148
ERR6052084	1059	111559
ERR6052085	960	284154
ERR6052086	1184	122882
ERR6052087	1064	113676
ERR6052088	1084	179152
ERR6052089	1012	245116
ERR6052090	1128	137083
ERR6052091	1132	171168
ERR6052092	1083	134635
ERR6052093	1079	118566
ERR6052094	1023	506260
ERR6052095	1195	116859
ERR6052096	927	460341
ERR6052097	1186	143309
ERR6052098	996	311962
ERR6052099	1033	170780
ERR6052100	1027	156649
ERR6052101	1023	506260
ERR6052102	1108	126469
ERR6052103	971	153186
ERR6052104	1135	126498
ERR6052105	1038	167804
ERR6052106	1113	117497
ERR6052107	971	153186
ERR6052108	1207	119960
ERR6052109	1083	134635
ERR6052110	960	284154
ERR6052111	1112	126846
ERR6052112	1093	134324
ERR6052113	1010	174277
ERR6052114	1046	168070
ERR6052115	1027	145058
ERR6052116	1195	116859
ERR6052117	1179	127278
ERR6052118	1033	170780
ERR6052119	1135	126498
ERR6052120	1053	152765
ERR6052121	1167	114027
ERR6361947	1038	140788
ERR6361948	1186	107223
ERR6361949	1060	121993
ERR6361950	1151	116669
ERR6361951	1056	97975
ERR6361952	1065	100165
ERR6361953	1128	119014
ERR6361954	1225	125253
ERR6361955	1168	140263
ERR6361956	1016	115340
ERR6361957	1151	112339
ERR6361958	1065	88747
ERR6361959	1016	120356
ERR6361960	1164	112466
ERR6361961	1155	116670
ERR6361962	961	158469
ERR6361963	1098	106660
ERR6361964	1110	121608
ERR6361965	923	196426
ERR6361966	1123	115508
ERR6361967	1149	103854
ERR6361968	1112	126884
ERR6361969	949	297358
ERR6361970	1087	122291
ERR6361971	1027	168139
ERR6361972	1121	117569
ERR6361973	1073	96590
ERR6361974	1039	164525
ERR6361975	1068	96237
ERR6361976	1207	105150
ERR6361977	1060	142081
ERR6361978	1136	116721
ERR6361979	1207	106244
ERR6361980	1050	229463
ERR6361981	1094	119004
ERR6361982	1070	105285
ERR6361983	1016	164054
ERR6361984	1091	119843
ERR6361985	1098	100467
ERR6361986	1065	104521
ERR6361987	1106	124650
ERR6361988	993	108033
ERR6361989	1010	112716
ERR6361990	972	106351
ERR6361991	1061	128000
ERR6361992	1142	116458
ERR6361993	1172	107906
ERR6361994	1081	121710
ERR6361995	1013	99972
ERR6361996	1047	108659
ERR6361997	1176	110573
ERR6361998	1113	120507
ERR6361999	1070	98367
ERR6362000	1114	118707
ERR6362001	1037	167842
ERR6362002	1091	169186
ERR6362003	1100	121879
ERR6362004	1169	106581
ERR6362005	1067	124918
ERR6362006	1108	120469
ERR6362007	1044	128635
ERR6362008	1088	128544
ERR6362009	1105	119780
ERR6362010	1175	110326
ERR6362011	1146	112819
ERR6362012	1103	122634
ERR6362013	1017	177959
ERR6362014	1074	120804
ERR6362015	1118	120006
ERR6362016	1007	113474
ERR6362017	1087	129803
ERR6362018	975	132612
ERR6362019	1124	97947
ERR6362020	1064	143903
ERR6362021	1020	106732
ERR6362022	1119	127183
ERR6362023	1019	142045
ERR6362024	1021	113149
ERR6362025	1142	112226
ERR6362026	1003	112240
ERR6362027	1010	126279
ERR6362028	1195	106424
ERR6362029	1066	104221
ERR6362030	1032	110107
ERR6362031	1132	113579
ERR6362032	1141	116194
ERR6362033	1075	137916
ERR6362034	1076	131368
ERR6362035	1109	120758
ERR6362036	997	207917
ERR6362037	1086	96800
ERR6362038	1092	127411
ERR6362039	1102	122051
ERR6362040	1036	102052
ERR6362041	1008	149174
ERR6362042	1041	105246
ERR6362043	1061	93294
ERR6362044	1051	84771
ERR6362045	1149	118598
ERR6362046	1064	111205
ERR6362047	1158	116683
ERR6362048	1151	117009
ERR6362049	1126	115783
ERR6362050	953	206915
ERR6362051	1058	109581
ERR6362052	1001	121583
ERR6362053	1097	123347
ERR6362054	1136	117461
ERR6362055	1057	99359
ERR6362056	1091	107948
ERR6362057	1070	130780
ERR6362058	1063	136670
ERR6362059	1034	113434
ERR6362060	1064	141020
ERR6362061	1099	126715
ERR6362062	1115	128118
ERR6362063	1181	109922
ERR6362064	1127	119431
ERR6362065	1065	121424
ERR6362066	1113	120891
ERR6362067	1128	116407
ERR6362068	1139	117923
ERR6362069	1071	145349
ERR6362070	1025	93672
ERR6362071	1146	115656
ERR6362072	1045	126656
ERR6362073	1082	121516
ERR6362074	1125	115019
ERR6362075	1083	120755
ERR6362076	1109	121100
ERR6362077	1135	122232
ERR6362078	1122	119814
ERR6362079	1101	107391
ERR6362080	1012	112691
ERR6362081	1074	126752
ERR6362082	1128	121201
ERR6362083	1144	119035
ERR6362084	1068	134567
ERR6362085	969	110091
ERR6362086	1077	133032
ERR6362087	1147	116409
ERR6362088	1050	98219
ERR6362089	1020	138928
ERR6362090	1149	116155
ERR6362091	975	116811
ERR6362092	1064	99021
ERR6362093	1084	135431
ERR6362094	1085	213171
ERR6362095	1007	140732
ERR6362096	1030	138236
ERR6362097	962	123022
ERR6362098	1158	115120
ERR6362099	1103	123746
ERR6362100	1079	136565
ERR6362101	1082	120450
ERR6362102	1106	121848
ERR6362103	1081	121332
ERR6362104	1145	115039
ERR6362105	1114	123191
ERR6362106	1206	118426
ERR6362107	996	113338
ERR6362108	1059	102530
ERR6362109	1025	104782
ERR6362110	1007	94415
ERR6362111	1015	110006
ERR6362112	956	112067
ERR6362113	1124	120263
ERR6362114	1016	95788
ERR6362115	1120	117820
ERR6362116	1112	118372
ERR6362117	1057	133548
ERR6362118	1093	127134
ERR6362119	1092	119322
ERR6362120	1098	81802
ERR6362121	1046	210931
ERR6362122	1075	124990
ERR6362123	1176	106741
ERR6362124	1075	165171
ERR6362125	1065	103762
ERR6362126	1041	97775
ERR6362127	1043	99780
ERR6362128	1125	120083
ERR6362129	993	113510
ERR6362130	1033	136303
ERR6362131	1098	144583
ERR6362132	1056	103550
ERR6362133	1059	99069
ERR6362134	1074	102960
ERR6362135	1173	107774
ERR6362136	1089	96361
ERR6362137	1092	122991
ERR6362138	1134	118807
ERR6362139	1086	87867
ERR6362140	1006	119677
ERR6362141	1132	86256
ERR6362142	1109	100384
ERR6362143	1029	134095
ERR6362144	1136	118960
ERR6362145	1140	96740
ERR6362146	1160	108588
ERR6362147	1010	111154
ERR6362148	1125	115864
ERR6362149	1059	137624
ERR6362150	1095	126449
ERR6362151	1015	101001
ERR6362152	1000	158676
ERR6362153	1208	131499
ERR6362154	1118	119729
ERR6362155	1190	108143
ERR6362156	1125	118639
ERR6362157	1005	366838
ERR6362158	1100	123831
ERR6362159	1063	96312
ERR6362160	1065	121889
ERR6362161	1010	114214
ERR6362162	1123	120710
ERR6362163	1093	122312
ERR6362164	1001	103669
ERR6362165	1046	106432
ERR6362166	1071	131306
ERR6362167	1027	156214
ERR6362168	1115	117504
ERR6362169	1099	121496
ERR6362170	1010	207612
ERR6362171	1141	116353
ERR6362172	980	152923
ERR6362173	1064	137083
ERR6362174	1015	173468
ERR6362175	1114	121886
ERR6362176	1137	120665
ERR6362177	1125	119060
ERR6362178	1197	107989
ERR6362179	948	157122
ERR6362180	1102	118123
ERR6362181	924	162992
ERR6362182	1103	121518
ERR6362183	1107	85607
ERR6362184	1111	116992
ERR6362185	1188	106777
ERR6362186	1123	148068
ERR6362187	1097	125242
ERR6362188	1097	126844
ERR6362189	1105	119810
ERR6362190	1198	131004
ERR6362191	1026	107510
ERR6362192	1118	116987
ERR6362193	1115	89925
ERR6362194	1047	99675
ERR6362195	1129	116788
ERR6362196	1066	136767
ERR6362197	1107	136449
ERR6362198	1062	98846
ERR6362199	1012	101576
ERR6362200	1155	126032
ERR6362201	1068	101253
ERR6362202	1060	155664
ERR6362203	1151	115791
ERR6362204	1098	123683
ERR6362205	1032	130828
ERR6362206	1090	86434
ERR6362207	1086	129701
ERR6362208	1174	109601
ERR6362209	1090	110228
ERR6362210	1014	179047
ERR6362211	1087	120900
ERR6362212	1141	119460
ERR6362213	1212	105451
ERR6362214	1002	115456
ERR6362215	1142	116348
ERR6362216	1141	115814
ERR6362217	1088	134563
ERR6362218	1108	128988
ERR6362219	1084	133740
ERR6362220	1019	162760
ERR6362221	1126	119260
ERR6362222	1040	129179
ERR6362223	1066	126957
ERR6362224	1132	119274
ERR6362225	1063	167541
ERR6362226	1047	96949
ERR6362227	1087	123161
ERR6362228	984	291086
ERR6362229	1123	120507
ERR6362230	1096	119007
ERR6362231	1123	119022
ERR6362232	1104	115164
ERR6362233	1134	118573
ERR6362234	1002	149142
ERR6362235	1040	145560
ERR6362236	1113	118206
ERR6362237	1121	121175
ERR6362238	1078	104028
ERR6362239	1058	215925
ERR6362240	1045	99782
ERR6362241	1120	125162
ERR6362242	1041	97133
ERR6362243	1122	117783
ERR6362244	989	118973
ERR6362245	1186	109521
ERR6362246	1059	125275
ERR6362247	1039	98302
ERR6362248	1051	107738
ERR6362249	1134	122192
ERR6362250	1075	118952
ERR6362251	1037	98061
ERR6362252	915	158709
ERR6362253	1125	114510
ERR6362254	1034	101683
ERR6362255	1079	121659
ERR6362256	1045	138468
ERR6362257	1091	124219
ERR6362258	1206	105577
ERR6362259	1097	108788
ERR6362260	1014	109900
ERR6362261	1093	120706
ERR6362262	1107	121725
ERR6362263	1212	105194
ERR6362264	1034	129661
ERR6362265	1029	131371
ERR6362266	1092	125526
ERR6362267	1116	120204
ERR6362268	1092	127232
ERR6362269	1117	121103
ERR6362270	1147	116412
ERR6362271	1194	106485
ERR6362272	1142	116180
ERR6362273	1118	118899
ERR6362274	1106	120155
ERR6362275	1114	119454
ERR6362276	1182	106393
ERR6362277	1031	133846
ERR6362278	1038	220012
ERR6362279	1017	108228
ERR6362280	1101	123568
ERR6362281	1032	136535
ERR6362282	1174	123956
ERR6362283	1128	136377
ERR6362284	1056	112958
ERR6362285	1102	120018
ERR6362286	1081	104144
ERR6362287	1113	117313
ERR6362288	1162	113537
ERR6362289	1131	113466
ERR6362290	1128	116098
ERR6362291	1060	107308
ERR6362292	1105	118731
ERR6362293	988	101571
ERR6362294	1079	122634
ERR6362295	1107	123696
ERR6362296	1125	116658
ERR6362297	1094	125900
ERR6362298	1146	119745
ERR6362299	1085	104737
ERR6362300	1062	122911
ERR6362301	1105	122250
ERR6362302	1113	121706
ERR6362303	1060	102722
ERR6362304	1153	115094
ERR6362305	1128	117506
ERR6362306	1016	102618
ERR6362307	1010	119924
ERR6362308	1108	119756
ERR6362309	1065	120563
ERR6362310	1045	99038
ERR6362311	1134	110282
ERR6362312	1087	132568
ERR6362313	1023	109854
ERR6362314	995	103033
ERR6362315	1143	117754
ERR6362316	1035	94260
ERR6362317	1101	118386
ERR6362318	1107	119245
ERR6362319	1141	116199
ERR6362320	1099	80964
ERR6362321	1130	118584
ERR6362322	1072	136956
ERR6362323	1090	112092
ERR6362324	1034	102162
ERR6362325	1090	84858
ERR6362326	1024	102504
ERR6362327	1110	117999
ERR6362328	1016	99399
ERR6362329	1021	107000
ERR6362330	1108	117160
ERR6362331	1055	120551
ERR6362332	1037	102932
ERR6362333	1137	117349
ERR6362334	1111	120902
ERR6362335	1014	108100
ERR6362336	1134	115502
ERR6362337	1055	100129
ERR6362338	1061	210470
ERR6362339	1034	106781
ERR6362340	1070	122385
ERR6362341	1133	116417
ERR6362342	1165	114583
ERR6362343	1063	107082
ERR6362344	1123	117789
ERR6362345	1135	118480
ERR6362346	1145	118951
ERR6362347	1044	108166
ERR6362348	1057	90886
ERR6362349	1144	114032
ERR6362350	1073	120239
ERR6362351	1096	181543
ERR6362352	1087	128855
ERR6362353	1114	120653
ERR6362354	1093	120082
ERR6362355	979	120978
ERR6362356	1065	122675
ERR6362357	1080	130376
ERR6362358	1190	106494
ERR6362359	1099	124590
ERR6362360	1210	105238
ERR6362361	1115	115584
ERR6362362	1078	86824
ERR6362363	1136	81118
ERR6362364	1119	119917
ERR6362365	1125	115562
ERR6362366	997	325765
ERR6362367	1114	119523
ERR6362368	1102	129554
ERR6362369	1045	109057
ERR6362370	1008	106595
ERR6362371	1208	106201
ERR6362372	1003	100710
ERR6362373	1134	115939
ERR6362374	1059	126946
ERR6362375	1122	123921
ERR6362376	1146	118595
ERR6362377	1124	114152
ERR6362378	1132	117302
ERR6362379	987	109096
ERR6362380	1039	133293
ERR6362381	1134	120366
ERR6362382	1029	98357
ERR6362383	975	161367
ERR6362384	1126	117983
ERR6362385	1037	118234
ERR6362386	1057	103585
ERR6362387	1120	117564
ERR6362388	1114	119671
ERR6362389	1105	120340
ERR6362390	1072	122057
ERR6362391	1114	102837
ERR6362392	1101	122190
ERR6362393	1068	87559
ERR6362394	1108	123428
ERR6362395	1112	118276
ERR6362396	1040	128939
ERR6362397	1118	124997
ERR6362398	1080	139868
ERR6362399	1151	117956
ERR6362400	1114	116995
ERR6362401	1093	121422
ERR6362402	1154	95712
ERR6362403	1113	97125
ERR6362404	1002	112087
ERR6362405	1128	118623
ERR6362406	1124	116416
ERR6362407	1117	119684
ERR6362408	1135	124673
ERR6362409	1040	102256
ERR6362410	976	140255
ERR6362411	1213	105623
ERR6362412	1103	125892
ERR6362413	1067	99119
ERR6362414	1128	117447
ERR6362415	1102	120929
ERR6362416	1018	103223
ERR6362417	1078	130319
ERR6362418	1025	98079
ERR6362419	1178	110644
ERR6362420	1132	119801
ERR6362421	993	125795
ERR6362422	1204	153385
ERR6362423	1079	142369
ERR6362424	1098	122735
ERR6362425	1095	119419
ERR6362426	1076	86826
ERR6362427	925	156757
ERR6362428	1048	118269
ERR6362429	1044	102697
ERR6362430	1112	113292
ERR6362431	1102	126404
ERR6362432	1151	116975
ERR6362433	1146	118619
ERR6362434	1071	120802
ERR6362435	1068	140065
ERR6362436	1045	125350
ERR6362437	1137	123359
ERR6362438	1197	105553
ERR6362439	1111	120155
ERR6362440	1103	117958
ERR6362441	1094	122867
ERR6362442	1109	122580
ERR6362443	1115	121210
ERR6362444	1142	117767
ERR6362445	1023	168068
ERR6362446	1096	126966
ERR6362447	1119	115684
ERR6362448	1059	143797
ERR6362449	1059	90352
ERR6362450	1129	118978
ERR6362451	1143	113234
ERR6362452	1137	117818
ERR6362453	1081	101339
ERR6362454	1026	142664
ERR6362455	1108	120485
ERR6362456	1123	126509
ERR6362457	1013	132972
ERR6362458	1081	139815
ERR6362459	1064	159371
ERR6362460	1193	106591
ERR6362461	1085	119498
ERR6362462	1124	124635
ERR6362463	1112	119348
ERR6362464	1015	117584
ERR6362465	1015	108384
ERR6362466	1091	97499
ERR6362467	1055	139989
ERR6362468	1083	131300
ERR6362469	1079	101746
ERR6362470	1116	121198
ERR6362471	1097	126348
ERR6362472	1127	94794
ERR6362473	1048	168559
ERR6362474	995	110931
ERR6362475	1063	110924
ERR6362476	1029	283314
ERR6362477	1198	110417
ERR6362478	1066	215058
ERR6362479	969	157791
ERR6362480	1001	104705
ERR6362481	1025	136028
ERR6362482	1112	121789
ERR6362483	1071	125707
ERR6362484	1036	88343
ERR6362485	1157	109539
ERR6362486	1049	94072
ERR6362487	1051	103790
ERR6362488	1100	125892
ERR6362489	924	104109
ERR6362490	1125	118613
ERR6362491	1106	122318
ERR6362492	1104	91880
ERR6362493	986	111613
ERR6362494	1001	92250
ERR6362495	1049	124311
ERR6362496	1015	110370
ERR6362497	1108	115264
ERR6362498	1023	144533
ERR6362499	1048	97110
ERR6362500	1131	121021
ERR6362501	1153	116270
ERR6362502	1150	111859
ERR6362503	1079	151356
ERR6362504	1057	123267
ERR6362505	1134	119227
ERR6362506	1114	137984
ERR6362507	1104	119295
ERR6362508	1110	121241
ERR6362509	1077	101962
ERR6362510	1079	94864
ERR6362511	1043	98450
ERR6362512	991	160472
ERR6362513	995	132543
ERR6362514	1172	109541
ERR6362515	1140	113752
ERR6362516	1083	127297
ERR6362517	1089	126353
ERR6362518	1057	107935
ERR6362519	1189	109308
ERR6362520	1075	120719
ERR6362521	1104	119104
ERR6362522	1152	117338
ERR6362523	1097	129267
ERR6362524	1016	112749
ERR6362525	1105	120170
ERR6362526	1045	103725
ERR6362527	1059	99980
ERR6362528	1187	153689
ERR6362529	1096	263351
ERR6362530	1068	140999
ERR6362531	1105	170916
ERR6362532	1062	211522
ERR6362533	1085	108041
ERR6362534	1119	114951
ERR6362535	999	114063
ERR6362536	1105	112172
ERR6362537	1154	117238
ERR6362538	1124	121633
ERR6362539	1142	115834
ERR6362540	1130	130402
ERR6362541	1038	160232
ERR6362542	1071	96808
ERR6362543	1092	124785
ERR6362544	1024	162523
ERR6362545	1074	86750
ERR6362546	1091	119503
ERR6362547	1065	120012
ERR6362548	1078	120803
ERR6362549	1031	92778
ERR6362550	1043	99021
ERR6362551	1015	102613
ERR6362552	1101	125875
ERR6362553	1101	123880
ERR6362554	1073	135557
ERR6362555	1151	110224
ERR6362556	1025	114767
ERR6362557	1133	110364
ERR6362558	1091	106676
ERR6362559	979	144220
ERR6362560	1084	122617
ERR6362561	997	110716
ERR6362562	1072	126919
ERR6362563	1111	118054
ERR6362564	1178	107583
ERR6362565	1086	86332
ERR6362566	1078	93554
ERR6362567	952	138854
ERR6362568	1128	120401
ERR6362569	1109	119587
ERR6362570	1107	89342
ERR6362571	1108	97936
ERR6362572	1070	104255
ERR6362573	1210	105832
ERR6362574	984	123462
ERR6362575	1095	124781
ERR6362576	1128	116746
ERR6362577	1178	109516
ERR6362578	1013	110875
ERR6362579	1116	246541
ERR6362580	1134	119168
ERR6362581	939	463973
ERR6362582	1031	247221
ERR6362583	1022	114295
ERR6362584	942	152282
ERR6362585	1060	97179
ERR6362586	1071	124015
ERR6362587	1092	122503
ERR6362588	1102	123553
ERR6362589	1105	121074
ERR6362590	1148	117564
ERR6362591	1005	140928
ERR6362592	1061	98531
ERR6362593	1100	119730
ERR6362594	1064	99880
ERR6362595	1050	99114
ERR6362596	1092	118508
ERR6362597	1052	98512
ERR6362598	1080	119204
ERR6362599	1047	146565
ERR6362600	1101	120885
ERR6362601	1085	127139
ERR6362602	1128	119492
ERR6362603	1225	105843
ERR6362604	1095	126391
ERR6362605	995	148175
ERR6362606	1005	98361
ERR6362607	1124	121467
ERR6362608	1027	96223
ERR6362609	1070	123241
ERR6362610	1061	123285
ERR6362611	1066	132497
ERR6362612	1098	119171
ERR6362613	1142	117602
ERR6362614	1087	132503
ERR6362615	1064	93106
ERR6362616	1130	117095
ERR6362617	993	104408
ERR6362618	1128	119626
ERR6362619	1112	119302
ERR6362620	1015	112887
ERR6362621	1127	123601
ERR6362622	1055	100676
ERR6362623	1080	106564
ERR6362624	1077	121580
ERR6362625	1070	127950
ERR6362626	1045	106371
ERR6362627	1129	122984
ERR6362628	1161	108799
ERR6362629	1061	99463
ERR6362630	1084	120917
ERR6362631	1071	133176
ERR6362632	984	116887
ERR6362633	1128	116907
ERR6362634	1090	120255
ERR6362635	1125	120130
ERR6362636	1197	106025
ERR6362637	994	113160
ERR6362638	1081	134656
ERR6362639	1089	124048
ERR6362640	1060	137817
ERR6362641	1147	117990
ERR6362642	1030	108013
ERR6362643	1057	212629
ERR6362644	1045	127479
ERR6362645	1113	122820
ERR6362646	1047	154153
ERR6362647	1143	116389
ERR6362648	1120	121326
ERR6362649	1116	113935
ERR6362650	925	170108
ERR6362651	1166	108863
ERR6362652	968	114517
ERR6362653	1130	113419
ERR6362654	1082	120620
ERR6362655	1196	105677
ERR6362656	1050	124922
ERR6362657	1095	117633
ERR6362658	1210	105906
ERR6362659	1152	112363
ERR6362660	1093	119552
ERR6362661	995	239680
ERR6362662	1087	96013
ERR6362663	1080	101821
ERR6362664	1195	109179
ERR6362665	1101	121635
ERR6362666	1092	120958
ERR6362667	1029	99841
ERR6362668	1114	124516
ERR6362669	1053	98601
ERR6362670	1113	120087
ERR6362671	1089	130768
ERR6362672	1020	106784
ERR6362673	1104	116851
ERR6362674	1079	122613
ERR6362675	1113	115656
ERR6362676	1144	117253
ERR6362677	1069	98878
ERR6362678	1141	116297
ERR6362679	1065	126437
ERR6362680	1111	121899
ERR6362681	1103	122604
ERR6362682	1113	122556
ERR6362683	1014	111196
ERR6362684	1157	115229
ERR6362685	1136	117306
ERR6362686	1119	117074
ERR6362687	1088	134678
ERR6362688	1117	115517
ERR6362689	1145	117401
ERR6362690	1014	267695
ERR6362691	1086	126155
ERR6362692	1186	124585
ERR6362693	1021	104494
ERR6362694	1150	94301
ERR6362695	1110	119681
ERR6362696	1110	121827
ERR6362697	1051	111811
ERR6362698	1110	122878
ERR6362699	1084	135323
ERR6362700	1100	120626
ERR6362701	1072	132238
ERR6362702	1153	110748
ERR6362703	1035	102009
ERR6362704	1044	124123
ERR6362705	1123	117633
ERR6362706	1055	145160
ERR6362707	1020	116115
ERR6362708	1058	123560
ERR6362709	1046	97742
ERR6362710	935	95067
ERR6362711	1053	144280
ERR6362712	1030	174976
ERR6362713	1042	127386
ERR6362714	1179	110248
ERR6362715	1064	121967
ERR6362716	993	123374
ERR6362717	1018	127477
ERR6362718	1042	239355
ERR6362719	1050	140854
ERR6362720	1063	139052
ERR6362721	1030	102063
ERR6362722	1057	121706
ERR6362723	974	120953
ERR6362724	1041	136886
ERR6362725	1131	136484
ERR6362726	1148	116658
ERR6362727	1153	110551
ERR6362728	1159	108319
ERR6362729	1142	114698
ERR6362730	1107	124442
ERR6362731	1132	119586
ERR6362732	1122	120626
ERR6362733	1118	119023
ERR6362734	1127	118926
ERR6362735	1132	115649
ERR6362736	1006	132303
ERR6362737	1101	138018
ERR6362738	1191	108137
ERR6362739	1098	122018
ERR6362740	1034	100108
ERR6362741	1012	108029
ERR6362742	1091	122791
ERR6362743	1190	108970
ERR6362744	1132	122880
ERR6362745	1050	139009
ERR6362746	1127	119768
ERR6362747	1094	119829
ERR6362748	977	115729
ERR6362749	975	108364
ERR6362750	1085	92599
ERR6362751	1073	143138
ERR6362752	1042	146397
ERR6362753	1016	148712
ERR6362754	1194	107112
ERR6362755	1058	145745
ERR6362756	1153	116339
ERR6362757	1025	100226
ERR6362758	1134	98130
ERR6362759	974	128013
ERR6362760	1042	108096
ERR6362761	1107	125807
ERR6362762	1064	139891
ERR6362763	1111	119540
ERR6362764	1213	105334
ERR6362765	1156	115476
ERR6362766	1074	122721
ERR6362767	1062	139007
ERR6362768	1044	162889
ERR6362769	1109	121994
ERR6362770	1019	153886
ERR6362771	1110	96921
ERR6362772	1099	118625
ERR6362773	1122	118243
ERR6362774	1066	99164
ERR6362775	1040	93580
ERR6362776	1099	127441
ERR6362777	1043	128875
ERR6362778	1051	110169
ERR6362779	1089	95717
ERR6362780	915	444474
ERR6362781	1129	117792
ERR6362782	1085	124638
ERR6362783	1143	114877
ERR6362784	1041	108834
ERR6362785	1072	97335
ERR6362786	1044	98499
ERR6362787	1061	122490
ERR6362788	1201	109892
ERR6362789	1125	120570
ERR6362790	1132	119338
ERR6362791	1010	109333
ERR6362792	1020	105198
ERR6362793	1008	183254
ERR6362794	1132	120215
ERR6362795	1157	116598
ERR6362796	1059	123649
ERR6362797	1140	95604
ERR6362798	982	135693
ERR6362799	1120	113079
ERR6362800	1140	113184
ERR6362801	1074	125470
ERR6362802	1041	151478
ERR6362803	1040	102068
ERR6362804	1123	116175
ERR6362805	1164	106669
ERR6362806	1073	126446
ERR6362807	1045	101261
ERR6362808	1006	154104
ERR6362809	1116	122893
ERR6362810	1077	105224
ERR6362811	1022	97603
ERR6362812	1113	89458
ERR6362813	1101	119984
ERR6362814	1111	120931
ERR6362815	1003	147069
ERR6362816	1110	126530
ERR6362817	1134	95434
ERR6362818	1067	99201
ERR6362819	1097	125942
ERR6362820	1157	132765
ERR6362821	1022	95537
ERR6362822	1160	112711
ERR6362823	1052	93047
ERR6362824	930	148658
ERR6362825	1137	118424
ERR6362826	1063	104973
ERR6362827	1132	118973
ERR6362828	1035	99496
ERR6362829	1128	116751
ERR6362830	1041	103569
ERR6362831	1158	111396
ERR6362832	1133	117656
ERR6362833	1129	119796
ERR6362834	1081	127155
ERR6362835	984	145198
ERR6362836	1073	121572
ERR6362837	1102	124871
ERR6362838	1090	90796
ERR6362839	1134	116420
ERR6362840	1080	116752
ERR6362841	1056	97448
ERR6362842	1044	163321
ERR6362843	1143	115906
ERR6362844	1077	121706
ERR6362845	1046	108169
ERR6362846	1096	123890
ERR6362847	1112	120577
ERR6362848	1105	121922
ERR6362849	1136	118210
ERR6362850	1108	121877
ERR6362851	1015	114787
ERR6362852	1129	118409
ERR6362853	1072	103597
ERR6362854	1139	117982
ERR6362855	1093	125112
ERR6362856	1086	125822
ERR6362857	1131	118971
ERR6362858	984	185687
ERR6362859	1112	125349
ERR6362860	1106	120547
ERR6362861	1104	126204
ERR6362862	1208	108548
ERR6362863	956	96487
ERR6362864	1030	102982
ERR6362865	1080	122063
ERR6362866	1012	106762
ERR6362867	1063	98256
ERR6362868	1140	112746
ERR6362869	1148	116683
ERR6362870	1048	137826
ERR6362871	1074	146290
ERR6362872	1050	102569
ERR6362873	1065	97426
ERR6362874	1105	124222
ERR6362875	1090	124480
ERR6362876	1087	119275
ERR6362877	1029	135702
ERR6362878	1218	105865
ERR6362879	1070	95584
ERR6362880	1120	117817
ERR6362881	1096	118750
ERR6362882	1133	114571
ERR6362883	1141	115872
ERR6362884	1125	121742
ERR6362885	1100	120839
ERR6362886	1027	105175
ERR6362887	1086	93422
ERR6362888	1144	118489
ERR6362889	1038	111822
ERR6362890	1018	161012
